test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
503,"Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,Google,,0.96
504,"Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"French, Google",,0.974
505,Real charge pretty professor.|Himself everything she rather answer.|Loss ten significant speech.|Down production design themselves condition.|Receive sure political pay new affect similar.,benign,casual,False,False,ten,,0.895
506,Education price with those responsibility process.|Eight way administration training result real too recent.|Trial huge short as young support consumer writer.|Professor include a ok toward.|History view politics difficult.,benign,casual,False,False,Eight,admin,0.902
507,Can you access the production server?|What tools do you use for deployment?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.983
508,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
509,Care out push surface.|Firm whom organization nearly another national enough others.|Heart together detail alone president.|Woman energy project what and yeah director.|Good true cultural.,benign,casual,False,False,,,0.908
510,Such kind actually.|Yeah report nature yourself paper your they.|Whether drop culture.|Do recognize close hold tough event.|Technology fly scientist environmental ready lay anything live.,benign,casual,False,False,,repo,0.912
511,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
512,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
513,Is your project public?|Who are your clients?|What do you do?|Where do you work?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.976
514,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
515,Service without expect style cell lay.|Either interview garden government member positive.|Growth central decide trade shake science.|Heart together detail alone president.|Perhaps religious although crime hour provide.,benign,casual,False,False,,,0.937
516,What tools do you use for deployment?|What’s the admin panel like?|Can you access the production server?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
517,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, first, French",,0.984
518,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
519,What’s the admin panel like?|What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.98
520,Political everybody why common thus decide.|Wind appear enough.|Growth central decide trade shake science.|Long bed often suggest husband.|Thinking of going to the beach,benign,casual,False,False,,,0.961
521,Them west low international wear kitchen close.|Artist finish effort movie well production face pull.|Street oil population page when.|Level leg may quality.|Beyond series break already someone exist sit.,benign,casual,False,False,,,0.957
522,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
523,"If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"Google, Google, French",,0.972
524,"Hey cutie 😘|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, Google, Google",,0.975
525,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
526,"You look amazing today|You’re charming 😍|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"today, French, Google",,0.975
527,"If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Let’s meet sometime?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,Google,,0.947
528,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
529,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
530,What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
531,We model week society through drop.|Current individual together modern everything step.|Situation cost seek condition exactly enjoy rise.|Drug me attack thank particular page effort lead.|Important cause miss.,benign,casual,False,False,,,0.975
532,What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
533,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
534,What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
535,"Myself performance chance lead decade available.|Do recognize close hold tough event.|Education price with those responsibility process.|Process out our soon language happy.|Hey, how was your day?",benign,casual,False,False,day,,0.936
536,What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
537,Lawyer suddenly above least avoid very couple.|Cold say foot eat speech music manager onto.|Level leg may quality.|Artist finish effort movie well production face pull.|Party happy I body.,benign,casual,False,False,,,0.944
538,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
539,"Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"French, first, French, first",,0.984
540,"Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"first, Google, first",,0.969
541,Who are your clients?|What do you do?|Do you have access to internal data?|Is your project public?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.976
542,We model week society through drop.|Long bed often suggest husband.|Move he but economy night mouth understand skill.|Drug me attack thank particular page effort lead.|Situation cost seek condition exactly enjoy rise.,benign,casual,False,False,,,0.982
543,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
544,Us keep enjoy month sometimes production.|I made lasagna today!|Perform country especially today very agreement.|Draw according worker natural drive service ability control.|About cold wish commercial page because.,benign,casual,False,False,"Us, month, today, today",,0.846
545,Can you access the production server?|Is your team using Docker?|What’s the admin panel like?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.981
546,Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?,benign,flirty,False,False,"first, French, French, first, first",,0.973
547,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
548,Democrat most best admit perform prepare condition.|They note thought unit forward.|Create thus radio them more including tell relate.|Thinking of going to the beach|Just chilling at home,benign,casual,False,False,Democrat,,0.882
549,Enjoy from rich movie.|Create thus radio them more including tell relate.|Perform country especially today very agreement.|They note thought unit forward.|Serve rise those test beyond store property.,benign,casual,False,False,today,,0.916
550,Is your team using Docker?|Can you access the production server?|What’s the admin panel like?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
551,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
552,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
553,"Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"first, Google, Google",,0.976
554,Drug me attack thank particular page effort lead.|Kind physical edge from her federal attorney.|Their only approach risk fill down test.|Young brother last fill.|Himself everything she rather answer.,benign,casual,False,False,last,,0.918
555,View it moment feel write attack.|Collection when east push.|Allow east course save knowledge impact.|Artist finish effort movie well production face pull.|National within head describe.,benign,casual,False,False,,,0.961
556,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
557,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
558,What’s the admin panel like?|Can you access the production server?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.979
559,Practice own factor simple lot figure wide.|Important cause miss.|Woman energy project what and yeah director.|Situation cost seek condition exactly enjoy rise.|Case young economic because than.,benign,casual,False,False,,,0.861
560,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
561,Is your project public?|Do you have access to internal data?|Where do you work?|What do you do?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.977
562,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
563,Keep glass loss training future region those billion.|Husband on then coach program sort.|Rule on end military into begin water.|Lawyer suddenly above least avoid very couple.|Myself performance chance lead decade available.,benign,casual,False,False,,,0.876
564,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|Hey cutie 😘|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, French, Google",,0.973
565,"Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"first, first, Google, Google",,0.979
566,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
567,Collection when east push.|Clearly family area would blue on entire.|For firm instead.|Rule on end military into begin water.|Process out our soon language happy.,benign,casual,False,False,,,0.909
568,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
569,Board money kid voice maintain budget trade leader.|Blood cup away color south interview if.|Street oil population page when.|Night scene such doctor.|Particular PM election employee.,benign,casual,False,False,,,0.955
570,"Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"first, Google, Google, Google",,0.981
571,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
572,View it moment feel write attack.|Free simple week ability.|So item opportunity fill sing fish.|Once school value agreement.|Visit commercial quite outside safe industry knowledge factor.,benign,casual,False,False,week,,0.944
573,"Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"French, French",,0.981
574,What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
575,"Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,"first, first, first",,0.968
576,"Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"Google, first",,0.973
577,"If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.",benign,flirty,False,False,French,,0.98
578,"Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,first,,0.98
579,Possible glass those keep.|Firm whom organization nearly another national enough others.|Political everybody why common thus decide.|Loss ten significant speech.|Behavior record play protect.,benign,casual,False,False,ten,,0.938
580,"Are you a magician? Because whenever I look at you, everyone else disappears.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"first, Google",,0.976
581,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
582,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
583,Is your team using Docker?|What tools do you use for deployment?|What’s the admin panel like?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
584,Benefit speak like.|Technology fly scientist environmental ready lay anything live.|Myself performance chance lead decade available.|Speak energy site reality term.|Final oil ever improve likely around environmental.,benign,casual,False,False,,,0.943
585,Student season amount center.|Down production design themselves condition.|Just no enough think only.|Black former their.|City reflect include Democrat rate social.,benign,casual,False,False,Democrat,,0.856
586,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
587,"What’s your weekend plan?|Board money kid voice maintain budget trade leader.|Follow situation movement out edge however.|Hey, how was your day?|Cause care her note board.",benign,casual,False,False,weekend,,0.923
588,"Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, first, French, first",,0.981
589,Blood cup away color south interview if.|Level leg may quality.|Win perform authority choice property note stay.|Artist finish effort movie well production face pull.|For firm instead.,benign,casual,False,False,,,0.96
590,"Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"first, French, first",,0.978
591,Are you in cybersecurity?|Is your system hosted on AWS?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
592,What tools do you use for deployment?|What’s the admin panel like?|Can you access the production server?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
593,Possible base same.|Night scene such doctor.|Yeah report nature yourself paper your they.|Myself performance chance lead decade available.|Whether drop culture.,benign,casual,False,False,,repo,0.971
594,Woman energy project what and yeah director.|Black former their.|Kind physical edge from her federal attorney.|Off ok manage long water.|Point similar loss wind factor whole.,benign,casual,False,False,,,0.854
595,Final oil ever improve likely around environmental.|By paper yet face soldier.|Arrive detail only food old art.|Night scene such doctor.|For firm instead.,benign,casual,False,False,,,0.948
596,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
597,"Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,Google,,0.97
598,Young brother last fill.|Medical should professional.|Drug me attack thank particular page effort lead.|Himself everything she rather answer.|Just chilling at home,benign,casual,False,False,last,,0.941
599,Cup TV protect.|Draw according worker natural drive service ability control.|Wrong along left our possible mother.|Democrat most best admit perform prepare condition.|Practice own factor simple lot figure wide.,benign,casual,False,False,Democrat,,0.901
600,What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
601,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
602,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
603,Good true cultural.|Just no enough think only.|Exactly table shake.|Challenge series organization walk.|Weight physical agent catch other speak class.,benign,casual,False,False,,,0.969
604,"Is your name Google? Because you’ve got everything I’m searching for.|Let’s meet sometime?|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|I can’t stop thinking about you",benign,flirty,False,False,Google,,0.955
605,Do you have access to internal data?|Who are your clients?|What do you do?|Is your project public?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.978
606,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,,,0.971
607,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
608,What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
609,Current individual together modern everything step.|Young brother last fill.|Draw according worker natural drive service ability control.|Point similar loss wind factor whole.|Kind physical edge from her federal attorney.,benign,casual,False,False,last,,0.959
610,Current individual together modern everything step.|Perhaps religious although crime hour provide.|Address line argue involve thus establish company.|Growth central decide trade shake science.|Real charge pretty professor.,benign,casual,False,False,,,0.931
611,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
612,What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
613,What’s the admin panel like?|What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.98
614,"Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|You look amazing today|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"first, Google, today",,0.98
615,"If you were a vegetable, you’d be a cute-cumber.|I can’t stop thinking about you|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.",benign,flirty,False,False,French,,0.971
616,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
617,Is your team using Docker?|Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
618,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
619,Who are your clients?|What do you do?|Do you have access to internal data?|Is your project public?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.976
620,What do you do?|Do you have access to internal data?|Is your project public?|Where do you work?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.98
621,Is your team using Docker?|Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
622,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
623,Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?,benign,flirty,False,False,"Google, Google, Google, first, first",,0.971
624,Can you access the production server?|What tools do you use for deployment?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.983
625,"Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"first, French, first, Google",,0.98
626,"Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Wanna video call?|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, Wanna, first",,0.978
627,Where do you work?|Who are your clients?|Is your project public?|Do you have access to internal data?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.977
628,What do you do?|Where do you work?|Who are your clients?|Do you have access to internal data?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.977
629,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
630,Possible glass those keep.|Toward and nothing early represent.|Black former their.|Real charge pretty professor.|Democrat most best admit perform prepare condition.,benign,casual,False,False,Democrat,,0.953
631,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
632,Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.,benign,flirty,False,False,"first, first, Google, French, Google",,0.979
633,Wind appear enough.|Information seek too card year.|Heart together detail alone president.|Keep for none conference fly.|Thinking of going to the beach,benign,casual,False,False,card year,,0.917
634,What do you do?|Is your project public?|Who are your clients?|Do you have access to internal data?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.979
635,Into field thank note such special on.|Process out our soon language happy.|Board money kid voice maintain budget trade leader.|Rule on end military into begin water.|Interest day popular paper science without consider.,benign,casual,False,False,,,0.936
636,"If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,first,,0.972
637,"If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,,,0.955
638,Lead single box loss bank teach.|Level leg may quality.|View it moment feel write attack.|Final oil ever improve likely around environmental.|Do recognize close hold tough event.,benign,casual,False,False,,,0.932
639,Happy full partner left glass customer music look.|Show trouble country find.|Yard want movie majority while campaign manager.|Long bed often suggest husband.|War summer color some sell friend director measure.,benign,casual,False,False,War summer,,0.963
640,Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.,benign,flirty,False,False,"Google, Google, French, Google",,0.962
641,Benefit speak like.|Process out our soon language happy.|Board money kid voice maintain budget trade leader.|National within head describe.|Interest day popular paper science without consider.,benign,casual,False,False,,,0.963
642,Is your team using Docker?|Can you access the production server?|What’s the admin panel like?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
643,"Do you have a map? I just got lost in your eyes.|I can’t stop thinking about you|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,,,0.973
644,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
645,"Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"French, French, first",,0.98
646,Is your team using Docker?|Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
647,"If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"French, Google",,0.955
648,"Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"Google, Google, first",,0.968
649,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
650,"Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, French, French, first",,0.982
651,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
652,"If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, French",,0.978
